location,career_level,experience_level,education_level,employment_type,job_function,company_process_time,company_industry,Salary Level
4,2,2,18,4,41,26,57,1
4,3,1,15,4,37,29,50,1
17,3,2,18,4,41,29,18,1
28,2,10,10,4,57,28,50,2
4,3,1,15,4,0,29,57,1
8,3,1,16,4,34,16,30,1
1,2,5,9,4,41,29,47,2
7,3,1,9,4,1,21,47,1
4,3,1,15,4,12,29,29,1
1,1,1,18,4,33,29,39,2
4,2,5,11,4,37,6,20,2
7,3,1,9,4,34,29,33,1
1,4,2,9,4,22,29,50,2
4,3,3,9,4,54,28,41,1
4,3,2,10,4,12,29,20,1
27,3,2,13,4,56,10,57,1
4,3,3,9,4,12,13,29,2
4,4,5,18,4,59,29,55,1
33,4,10,10,4,59,29,30,2
4,2,3,8,4,39,29,32,1
9,2,3,15,4,38,17,24,2
33,3,3,18,4,17,29,28,2
4,0,5,15,0,8,29,9,1
3,3,1,9,4,54,29,22,2
1,3,3,9,4,39,28,29,2
7,3,2,16,4,61,19,29,2
4,1,1,18,4,42,22,57,1
4,2,7,9,4,29,29,30,2
4,2,3,9,4,29,29,16,1
8,3,2,9,4,41,4,4,2
8,3,1,8,4,21,29,30,1
4,3,5,15,4,0,28,7,1
4,3,1,8,4,42,16,41,0
20,3,5,8,4,12,29,28,2
4,3,2,18,4,12,28,29,1
4,2,10,16,4,39,29,30,2
4,3,2,15,4,35,22,37,1
4,3,1,9,4,29,29,41,1
1,3,1,18,4,49,29,30,1
4,3,2,15,4,41,29,57,1
4,3,5,10,4,41,28,22,1
4,4,3,15,4,22,29,0,1
4,3,2,15,4,52,18,8,1
4,0,5,10,4,53,25,42,2
4,3,1,3,0,15,29,20,0
4,3,1,13,4,40,12,7,1
11,4,3,18,4,1,29,18,1
4,3,1,3,4,35,29,50,0
20,4,3,8,4,34,29,28,2
27,3,2,9,0,0,17,12,1
4,3,1,6,4,9,29,28,0
4,2,3,10,0,22,27,4,2
4,2,5,18,4,40,9,12,2
1,3,1,9,4,0,29,18,2
4,3,1,13,4,18,28,50,1
7,2,3,15,0,54,29,50,2
7,2,2,15,0,21,29,57,2
4,3,2,8,4,40,28,53,0
9,3,1,15,4,41,3,1,2
1,4,1,3,0,25,20,53,1
1,3,2,9,4,3,21,41,1
1,3,1,18,0,56,21,9,1
3,4,3,9,4,12,25,20,2
9,3,1,6,0,9,29,28,1
9,4,2,16,4,37,12,20,2
7,4,3,9,4,34,28,48,2
4,3,2,9,4,38,14,2,0
0,4,3,9,4,12,21,18,2
1,3,1,11,4,33,24,39,1
4,3,1,9,4,40,29,17,1
0,4,3,9,4,19,28,53,2
7,4,2,9,4,12,8,20,2
27,4,3,15,4,9,16,28,1
4,1,1,8,4,35,3,22,2
9,3,2,8,4,41,29,57,2
9,3,1,8,4,19,29,18,1
3,3,1,15,4,1,30,41,1
4,1,1,9,4,43,20,2,0
4,3,1,9,4,34,29,21,1
4,2,5,9,0,61,30,21,2
4,2,8,9,4,7,25,29,2
7,3,3,16,4,1,29,7,2
4,2,5,10,4,29,29,22,2
4,4,3,16,4,50,13,57,1
4,3,2,9,4,12,27,18,2
9,4,2,15,4,21,15,28,2
7,3,1,9,4,57,29,39,2
4,3,1,8,4,41,24,29,1
1,3,1,9,4,41,29,57,1
4,3,3,9,0,33,30,39,1
33,3,2,15,4,56,30,57,2
7,2,10,9,4,0,21,29,2
1,3,1,18,4,56,29,47,1
1,2,1,13,4,9,2,28,2
4,3,1,9,4,13,16,29,1
9,3,2,9,4,12,6,57,2
7,3,5,15,4,24,28,57,2
9,4,3,16,4,40,22,57,2
4,2,5,18,4,59,29,35,2
9,3,1,15,4,39,24,20,2
7,4,2,9,4,54,1,50,2
4,4,2,9,4,0,28,36,1
4,3,2,18,4,22,27,30,1
7,2,2,10,4,0,13,3,2
31,2,2,15,4,41,29,41,2
7,3,2,13,4,13,22,37,2
4,3,2,8,0,12,27,23,1
4,3,1,9,4,26,7,20,1
4,3,2,18,8,33,17,39,1
4,4,2,16,0,41,26,57,1
4,3,1,9,4,13,27,57,1
25,4,1,13,4,22,29,28,0
3,3,1,3,3,9,29,28,0
7,2,1,18,4,21,29,46,2
4,3,2,6,4,9,29,28,0
25,3,3,9,4,57,28,29,2
4,3,2,9,4,54,29,51,1
8,3,2,8,0,3,28,41,1
4,2,3,9,4,28,24,55,2
4,4,3,16,4,12,27,23,2
1,3,1,3,4,30,29,40,0
7,4,3,18,4,22,21,28,2
4,4,1,10,4,12,30,29,2
4,1,2,3,4,26,29,19,0
4,3,2,16,4,39,19,29,2
4,3,1,9,4,37,24,43,1
4,3,2,15,0,0,28,47,0
32,2,5,9,4,58,10,45,2
4,2,2,9,4,7,29,36,1
9,3,1,13,4,34,29,57,2
4,3,1,15,0,33,25,42,1
4,2,5,18,0,5,29,29,2
32,1,1,3,4,41,29,57,1
4,2,3,10,4,57,29,30,2
4,3,1,9,4,37,25,2,1
4,3,1,9,4,12,29,21,1
0,1,1,3,4,42,29,8,1
13,3,2,15,4,38,27,41,0
1,2,3,10,4,54,29,50,2
4,3,2,18,4,42,29,42,1
12,4,4,18,4,61,29,30,2
9,3,2,15,4,38,27,41,1
7,3,3,9,4,12,4,29,2
4,3,1,3,4,34,30,3,0
1,1,1,18,4,54,29,28,2
7,3,3,9,4,37,11,50,2
4,2,5,9,4,57,25,29,2
4,3,1,8,4,41,24,29,1
0,3,1,9,4,12,5,20,2
4,4,2,11,4,12,15,50,2
4,2,2,9,4,22,29,30,2
4,3,2,6,4,41,29,3,1
7,1,2,9,4,34,29,50,1
4,3,3,9,4,10,12,22,2
4,3,2,9,4,11,27,5,1
19,3,1,15,4,38,14,2,1
4,3,1,9,4,3,18,41,0
4,3,1,13,4,22,21,3,1
4,4,5,18,4,9,27,28,1
7,3,4,18,4,21,29,30,2
3,0,1,18,4,12,29,20,2
9,3,1,8,4,42,30,30,1
4,3,2,8,4,61,25,22,0
4,2,3,9,0,41,29,24,1
1,2,6,18,4,39,27,30,2
1,3,1,13,0,37,19,20,1
33,0,1,8,4,58,29,28,2
7,3,2,15,4,39,29,57,2
3,3,2,15,4,12,16,20,2
4,3,1,18,0,12,29,50,1
7,3,5,16,4,22,25,7,2
7,3,1,3,0,28,29,28,1
8,4,3,13,4,37,29,3,2
4,3,4,18,0,61,29,18,1
8,4,2,15,4,41,29,50,1
7,3,1,9,4,37,27,4,1
32,3,1,3,4,41,29,50,1
4,3,2,18,0,56,29,48,0
33,4,3,18,4,41,29,57,2
4,2,2,8,4,37,29,57,1
0,3,3,8,4,12,5,20,2
33,3,2,9,4,39,24,30,1
4,1,1,15,4,39,27,19,0
12,4,3,18,4,14,29,45,2
1,3,2,18,4,56,8,57,1
33,3,2,16,4,35,29,28,2
25,4,1,16,4,22,27,53,1
1,4,2,8,4,22,22,57,1
25,3,1,3,4,41,20,7,0
20,3,1,8,4,12,29,28,2
33,0,1,8,4,58,29,28,2
9,3,2,9,4,38,14,2,2
4,3,1,8,4,40,29,57,0
32,3,2,9,4,40,27,12,1
33,4,2,9,4,12,14,20,2
20,3,3,8,4,12,29,28,1
4,2,5,9,4,34,24,2,2
1,3,2,16,4,37,28,55,2
4,1,1,15,0,12,29,30,1
25,2,5,16,4,5,19,29,2
4,3,2,14,4,53,18,35,1
4,3,2,18,4,12,1,20,2
4,3,1,8,4,23,29,57,1
0,3,5,3,4,65,18,48,2
28,3,1,15,4,38,14,2,1
4,3,3,8,0,12,29,20,1
1,3,1,8,4,59,1,12,1
4,4,3,9,4,57,29,55,1
7,3,1,10,4,12,28,20,2
7,2,3,17,4,38,29,2,2
4,2,2,18,4,12,26,23,2
1,3,1,13,4,56,28,3,1
4,3,2,18,4,37,29,55,1
4,4,3,10,4,0,29,50,1
4,3,2,6,4,9,29,28,0
7,2,5,16,4,1,19,29,2
7,4,5,15,4,39,13,24,2
4,3,2,9,4,56,23,53,1
10,3,1,18,0,56,29,3,1
4,1,1,8,4,1,3,22,2
9,3,1,3,4,41,8,35,2
4,3,1,18,4,9,14,1,0
9,2,5,10,4,39,28,7,2
4,3,1,9,4,55,29,36,0
8,3,1,9,4,48,26,0,2
7,3,1,15,4,4,29,30,2
33,1,1,8,4,22,29,28,1
1,2,1,18,4,0,29,20,2
4,3,1,18,4,37,29,24,1
4,4,3,16,4,54,29,52,1
2,3,1,16,4,41,3,1,2
33,3,1,13,0,38,25,2,1
4,2,2,15,4,26,28,29,1
11,4,3,11,4,57,29,45,2
9,4,3,9,4,22,29,21,2
0,1,1,8,4,3,16,41,1
4,3,1,15,4,22,29,30,1
25,3,2,15,4,41,27,3,1
4,3,1,18,4,54,29,57,1
4,3,2,9,4,32,27,20,2
4,2,5,10,4,33,20,39,2
1,3,2,8,0,9,29,47,1
4,3,1,10,4,53,12,20,1
1,4,5,9,4,21,21,29,2
9,3,1,13,4,0,29,0,1
1,3,2,18,4,41,18,50,1
8,3,1,15,4,26,27,30,1
4,0,8,10,4,3,29,29,2
9,2,5,9,4,39,29,57,2
3,3,1,15,4,26,29,24,2
4,4,3,16,4,40,22,20,1
1,4,5,9,4,62,12,8,2
8,3,2,8,0,3,28,41,1
4,3,1,15,0,57,14,29,1
7,3,1,15,4,39,25,0,2
4,1,1,9,4,35,22,20,1
4,3,1,13,4,3,26,20,1
4,4,2,9,4,52,30,50,1
4,3,1,16,4,23,19,29,1
1,3,2,8,4,21,13,50,1
20,3,1,8,4,12,29,28,2
0,2,1,8,4,39,29,52,2
7,3,3,9,4,0,28,30,2
4,3,2,6,0,7,29,36,1
33,3,2,18,4,0,29,30,1
4,3,1,6,4,42,29,17,0
9,2,7,15,4,7,23,21,2
8,1,1,8,4,54,29,50,1
7,3,2,15,0,0,4,7,2
7,4,5,9,4,7,27,30,2
4,3,1,13,4,41,29,29,1
4,4,5,10,4,54,27,41,2
4,3,1,9,0,39,29,24,1
4,3,1,15,4,43,21,57,1
1,3,2,8,4,42,29,47,2
4,3,1,16,4,10,29,23,2
4,2,3,0,4,0,29,30,2
10,3,1,3,4,3,29,29,1
27,3,1,8,3,3,23,41,2
7,3,1,9,4,12,13,20,2
7,3,2,9,0,57,29,3,2
0,3,4,13,4,0,26,20,2
9,3,2,9,4,22,23,57,2
7,2,1,9,4,37,29,51,2
27,2,5,15,4,28,29,55,2
4,3,1,3,4,13,29,30,1
4,3,3,8,4,5,29,30,1
1,3,1,13,4,19,29,40,0
7,1,1,18,4,38,29,41,2
8,1,1,8,4,42,29,41,1
4,4,2,15,4,36,29,57,1
4,4,5,9,0,61,29,30,2
8,4,3,9,4,41,29,50,2
7,4,1,8,4,52,29,24,1
20,3,1,8,4,12,29,28,2
7,3,1,9,4,56,28,57,2
4,3,3,9,4,12,29,23,2
3,3,1,8,4,10,29,53,1
7,1,1,6,0,56,23,7,0
11,4,2,18,4,37,23,22,2
3,1,1,15,4,12,27,20,2
7,2,3,18,4,7,27,48,2
6,3,2,18,4,33,26,39,1
7,3,1,6,4,24,29,30,2
7,2,5,9,4,1,29,29,2
7,3,2,6,4,0,29,48,1
10,3,1,8,3,34,4,30,1
8,3,1,13,4,34,29,51,1
4,3,2,3,4,35,29,57,0
7,4,3,18,4,37,29,52,2
4,3,2,15,4,56,29,28,0
4,3,1,13,4,56,19,5,1
4,4,5,9,4,0,29,48,2
33,3,1,13,4,41,29,24,1
7,4,1,9,0,17,29,30,2
4,3,5,9,4,10,28,57,1
7,4,2,9,4,61,29,30,2
4,3,3,9,4,54,28,43,1
4,3,2,16,4,55,19,29,2
4,3,2,9,4,3,23,20,1
4,3,1,15,4,33,29,24,0
4,3,1,14,4,34,30,30,1
4,4,3,9,4,10,26,41,1
9,3,1,18,4,37,29,30,1
4,4,4,9,4,12,27,20,2
33,3,3,18,4,17,29,28,2
1,3,2,15,4,54,29,28,2
4,3,1,18,4,30,5,40,1
7,3,1,8,4,41,16,41,2
9,4,1,9,4,57,29,57,2
4,4,4,9,4,42,19,5,1
4,2,3,9,4,12,21,23,2
4,1,1,8,2,37,22,41,0
17,3,1,8,4,41,25,50,1
4,2,5,9,4,12,29,22,2
0,3,1,18,4,33,29,39,1
7,4,3,16,4,23,29,48,2
9,3,2,9,4,63,27,28,2
10,2,1,8,4,34,4,30,2
4,4,2,3,4,41,14,50,1
1,4,5,15,4,22,3,30,2
4,3,1,8,4,41,24,29,1
4,4,3,10,4,57,29,30,1
9,4,2,15,4,54,29,28,2
9,3,2,6,4,41,12,30,2
4,3,2,8,4,0,18,3,1
29,2,8,18,4,46,29,47,2
4,1,1,9,4,0,16,2,1
4,3,5,10,4,12,5,20,2
3,4,2,9,0,57,4,50,1
1,4,5,15,4,6,29,30,2
9,3,2,9,4,56,29,24,1
0,3,2,9,4,4,29,30,1
4,4,3,16,4,10,19,29,2
4,3,1,9,4,56,7,20,1
4,1,1,9,0,32,29,39,1
4,3,1,9,3,33,1,57,0
4,3,1,9,4,19,20,40,0
11,4,3,9,4,33,28,39,1
7,3,1,15,4,54,29,57,2
0,1,1,16,0,41,15,50,1
4,3,1,18,4,0,29,12,1
4,3,2,3,4,9,29,30,0
8,3,1,18,0,12,29,50,2
4,4,3,10,4,37,20,40,1
4,2,10,11,4,1,5,29,2
20,4,2,8,4,12,29,28,2
4,2,5,18,4,2,23,20,2
4,4,5,9,4,57,27,47,2
1,3,1,15,4,34,29,21,1
3,4,4,9,4,2,7,40,2
4,3,2,15,0,0,29,52,0
7,3,1,15,4,21,27,30,2
4,3,2,18,4,9,30,28,0
4,3,3,15,4,0,24,28,1
6,1,1,3,4,9,29,28,0
7,4,6,9,4,59,26,29,2
9,3,1,9,0,0,28,47,2
4,2,2,8,5,41,29,50,1
32,3,1,15,4,14,27,30,1
33,3,1,8,4,41,16,41,1
4,3,1,9,4,61,29,7,1
33,3,2,3,4,9,29,28,1
9,3,1,15,4,42,3,22,2
8,3,1,9,4,52,29,30,1
7,3,2,16,4,12,19,29,2
7,3,2,3,4,53,16,28,1
0,1,1,8,4,34,29,8,1
9,4,2,15,4,55,25,28,2
33,3,2,15,4,38,27,41,1
4,3,2,9,4,12,29,20,1
7,3,1,9,4,7,4,48,2
7,1,1,3,4,39,20,7,1
7,3,1,8,4,1,29,48,2
4,3,1,18,0,54,29,5,1
1,3,2,3,0,42,22,12,1
4,3,3,18,0,54,29,35,1
4,3,1,8,4,54,29,24,0
4,3,2,10,0,29,14,20,1
8,3,1,8,4,28,28,55,1
4,4,1,15,4,34,29,57,1
32,3,2,9,4,38,14,2,1
4,3,2,8,4,22,9,57,1
4,4,5,18,0,59,25,57,2
4,3,3,9,4,0,29,10,1
4,3,3,9,4,54,29,50,1
4,1,1,9,4,35,4,11,0
33,3,2,18,4,30,29,28,1
4,4,3,9,0,28,29,30,1
4,2,5,9,4,37,24,2,2
4,3,1,9,4,39,23,29,1
4,2,3,18,4,41,25,50,1
4,3,1,9,4,12,16,20,2
4,3,2,15,4,14,24,53,1
4,3,4,15,4,11,1,19,0
4,3,5,18,4,12,29,8,1
4,4,2,9,0,60,29,30,1
7,4,1,18,4,41,29,3,1
4,3,2,18,4,38,26,2,1
33,3,3,9,4,56,29,28,1
0,2,2,15,4,41,29,41,2
9,3,2,9,4,12,29,4,2
7,3,1,9,4,7,4,48,2
7,3,1,3,4,9,28,28,1
4,2,3,9,4,62,29,53,2
4,3,2,9,4,0,8,30,1
4,4,1,9,4,26,29,22,1
4,3,1,9,4,12,28,20,2
4,4,3,10,4,39,19,29,2
4,3,2,18,0,54,24,55,1
1,3,1,9,4,21,25,30,1
9,4,1,9,4,37,1,28,2
4,3,1,9,0,36,27,50,1
4,2,3,9,4,22,28,45,2
0,4,2,9,4,39,26,20,2
4,4,5,9,4,52,29,43,2
4,3,1,18,4,57,22,22,1
4,2,5,18,4,26,18,41,2
4,1,1,15,4,37,29,57,0
9,3,2,9,4,37,25,20,2
10,3,2,15,4,28,30,55,1
7,1,1,8,0,3,26,41,1
1,3,1,18,3,30,29,40,0
4,2,3,9,4,28,24,55,2
20,3,1,8,4,12,29,28,2
4,3,3,9,4,0,29,17,1
4,4,2,9,4,57,29,22,1
4,2,5,9,4,12,6,21,2
20,3,3,8,4,12,29,28,1
22,4,3,9,4,10,29,50,2
4,3,1,9,4,39,16,20,1
4,3,1,8,4,41,10,48,0
7,3,1,8,4,18,29,24,1
4,3,1,15,4,34,29,44,1
4,4,3,18,4,38,24,1,2
1,4,2,18,4,34,29,30,2
4,3,3,15,4,10,26,29,1
4,4,3,9,4,34,29,39,1
28,2,10,10,4,57,28,50,2
10,3,1,3,4,3,29,29,1
4,3,1,9,0,54,23,28,1
7,4,5,18,4,57,29,31,2
4,2,8,9,4,57,28,45,2
4,3,2,9,4,57,18,50,1
4,3,2,9,4,12,1,20,2
8,4,5,3,4,37,29,30,2
4,4,5,10,4,29,5,20,2
33,3,1,15,4,56,26,21,1
4,3,1,9,4,40,29,12,0
7,4,1,9,4,21,13,18,2
18,3,4,9,4,38,14,2,1
4,3,2,9,4,39,19,18,1
1,3,5,3,0,23,16,30,1
9,3,1,8,4,54,29,51,2
4,2,5,9,4,21,30,42,2
4,3,2,9,4,1,29,55,1
4,3,1,13,4,1,10,48,0
4,2,2,18,4,12,23,24,2
7,3,2,15,4,26,28,55,2
7,4,5,15,4,22,27,20,2
9,3,4,15,4,39,30,24,2
7,3,1,15,4,40,29,12,2
1,3,1,18,4,57,30,30,2
7,3,2,15,4,26,28,55,2
4,3,1,9,0,0,29,12,0
28,3,1,15,4,38,14,2,1
4,4,5,10,4,4,29,36,1
4,1,1,3,4,22,29,50,0
4,4,5,18,4,0,29,50,1
4,3,2,9,4,37,28,18,1
20,4,2,8,4,12,29,28,2
4,3,1,15,4,41,28,50,1
27,3,1,3,4,41,29,29,0
8,3,1,15,4,0,9,23,2
4,3,1,13,0,19,25,18,1
33,3,1,3,4,18,29,5,0
4,3,3,18,4,22,30,42,0
15,4,3,9,4,1,29,0,2
7,3,2,9,4,33,6,39,1
4,4,1,18,4,33,29,39,1
1,3,2,18,4,41,29,50,1
9,3,2,15,4,5,21,48,2
9,4,2,9,4,41,29,50,1
1,2,2,10,4,44,24,57,2
4,1,1,15,4,56,25,29,1
33,3,1,3,4,5,29,24,1
4,3,3,9,4,56,16,57,1
4,3,1,15,4,40,29,7,2
0,3,2,15,4,56,27,47,1
1,4,5,15,4,4,29,36,2
4,3,1,9,4,22,29,45,1
4,3,1,8,4,37,29,30,1
20,0,2,8,4,57,29,28,2
1,3,2,9,0,57,29,22,1
4,2,5,18,4,42,29,28,2
7,1,1,18,4,12,27,20,2
4,3,2,3,0,36,29,57,1
4,4,2,10,4,12,30,29,2
7,3,1,18,4,0,27,30,2
8,0,5,15,0,24,23,52,2
9,3,1,3,4,42,7,50,1
4,1,1,9,4,17,29,18,1
4,3,2,18,0,34,28,57,1
3,1,1,3,0,12,29,30,1
4,3,3,3,4,41,27,7,1
4,3,1,8,0,41,29,57,0
4,3,3,8,4,4,29,36,0
4,3,1,18,4,54,29,28,1
1,4,2,15,4,39,14,21,2
7,3,5,16,4,39,19,29,2
4,2,5,13,4,4,29,57,2
1,3,1,9,4,37,1,21,2
4,3,1,18,4,1,29,1,0
7,3,1,13,4,56,29,30,1
4,3,2,9,4,4,29,21,1
4,3,2,6,4,41,29,3,1
8,2,5,16,4,39,29,20,2
4,3,2,9,0,57,29,45,1
4,1,1,9,0,32,29,39,1
27,3,1,15,4,13,25,7,1
9,4,1,18,4,14,29,55,1
4,4,3,9,4,34,7,20,2
7,2,2,9,4,66,29,36,2
4,3,3,3,4,41,27,7,1
16,1,2,3,4,28,16,30,1
7,3,1,15,4,37,19,29,2
4,3,2,10,4,44,28,11,1
4,3,2,18,4,12,25,29,2
4,2,3,18,4,37,24,1,2
25,3,1,10,4,3,23,41,1
4,3,5,10,3,33,13,39,0
4,2,3,16,4,62,22,20,2
4,3,1,3,4,28,29,21,1
7,4,5,15,4,7,27,30,2
4,1,1,15,0,41,23,42,1
4,3,2,15,4,40,29,57,1
7,3,2,15,0,4,29,21,2
1,3,1,14,4,29,29,55,1
1,3,1,9,4,63,29,30,2
29,3,1,18,4,21,29,12,2
4,3,1,8,4,41,22,57,0
4,2,3,9,0,59,16,37,1
4,3,1,4,4,39,29,24,1
7,3,2,15,4,41,29,11,2
8,4,5,13,4,21,29,30,2
4,2,3,9,4,37,29,35,1
33,3,3,18,4,0,30,24,2
29,3,1,4,0,41,19,50,1
9,1,1,3,4,59,23,30,2
4,3,5,8,4,39,23,19,2
8,4,3,9,0,41,29,30,2
4,1,1,18,4,42,19,53,1
9,2,1,8,4,41,14,3,2
9,3,2,9,4,4,29,21,2
4,2,5,18,4,36,29,20,2
7,3,1,15,4,12,11,20,2
4,3,5,9,4,4,29,36,1
33,3,3,18,4,38,17,24,2
7,4,5,15,4,10,27,30,2
8,2,3,18,4,23,20,52,2
7,3,1,15,0,19,29,18,1
4,3,2,15,4,38,27,41,0
1,3,1,18,0,14,21,9,1
0,4,2,16,4,41,29,7,2
4,4,3,15,4,12,30,23,2
4,3,3,9,4,12,21,18,2
4,3,2,6,4,30,19,40,1
9,3,2,13,4,37,27,46,2
4,4,5,9,4,29,27,29,2
20,4,1,9,4,9,29,28,1
4,2,2,16,4,34,27,50,2
2,1,1,3,0,3,16,41,1
4,3,3,9,0,62,23,53,1
0,3,1,15,4,34,28,50,1
4,4,1,18,4,37,29,50,1
4,3,1,9,4,3,6,41,1
0,2,5,9,4,38,1,41,2
4,3,5,15,4,12,29,3,2
7,3,3,15,4,1,29,52,1
4,4,2,9,4,12,29,47,1
7,3,1,9,4,34,29,43,2
4,3,1,9,4,10,29,31,1
4,3,1,16,4,32,16,28,1
0,3,1,3,4,30,29,40,1
4,3,1,9,4,3,6,41,1
4,1,1,8,4,13,3,22,1
4,3,1,8,0,56,25,5,0
8,1,1,6,0,41,25,3,1
7,3,2,18,4,59,30,57,2
1,3,2,9,4,54,25,50,2
4,3,2,9,4,57,28,33,1
9,3,2,18,4,4,28,48,1
4,4,3,18,4,10,29,39,2
9,3,1,15,4,40,29,7,2
9,4,3,3,4,4,29,51,1
4,2,3,15,4,57,29,30,2
9,3,1,15,4,41,29,50,2
9,3,2,9,4,39,29,55,2
4,3,3,9,4,37,3,23,2
4,3,3,15,0,2,28,21,0
4,2,5,15,4,0,26,29,2
4,3,1,18,4,22,29,47,1
4,3,1,13,4,10,24,20,1
4,3,1,9,4,39,29,57,1
4,3,2,9,4,14,20,39,2
7,4,2,9,4,57,29,30,2
4,3,2,9,4,37,3,23,1
23,3,1,18,4,42,29,57,0
9,3,1,15,4,43,21,24,2
4,2,5,15,4,41,28,40,2
9,3,2,9,4,57,8,7,2
7,1,1,15,4,37,29,26,2
7,0,10,18,4,63,28,30,2
9,3,1,8,4,38,28,41,1
0,3,1,8,4,39,29,47,1
33,4,1,18,4,17,29,28,2
4,3,1,16,4,12,8,23,1
1,4,3,9,4,21,23,30,2
9,4,3,18,4,39,29,57,2
11,3,2,15,4,38,27,41,0
4,3,4,15,4,12,12,20,2
4,3,5,9,4,12,5,20,2
4,3,2,9,4,1,29,18,0
4,3,1,9,4,0,29,50,1
30,3,2,15,0,3,19,41,1
1,3,1,3,0,9,29,28,0
4,3,2,9,4,37,12,22,1
7,3,1,15,4,38,14,2,2
8,4,5,3,4,37,29,30,2
4,3,2,9,4,34,29,50,1
9,3,2,15,4,35,23,30,2
4,4,5,10,4,63,26,29,2
4,3,3,11,4,0,29,45,2
4,2,5,9,4,32,21,3,2
4,2,5,10,4,39,19,29,2
4,3,1,18,4,34,29,28,0
4,2,5,9,4,37,27,50,2
4,3,2,9,0,12,24,20,1
4,3,3,15,4,34,23,28,1
4,3,1,8,4,22,28,43,0
7,3,1,3,4,5,29,24,2
9,4,3,9,4,7,24,21,1
9,3,1,18,4,57,25,30,2
4,3,1,13,0,41,27,50,0
4,2,3,15,4,39,29,57,2
4,3,3,18,4,0,29,31,1
0,3,5,10,4,41,1,21,1
7,4,2,15,4,0,14,30,2
4,3,3,9,4,4,27,47,1
27,1,3,13,4,22,29,57,1
8,3,1,8,4,41,16,41,2
9,3,1,9,4,0,9,41,2
4,2,3,10,4,12,29,57,2
7,4,3,8,0,22,29,31,2
4,4,2,13,4,36,29,50,1
4,3,2,13,4,56,29,36,1
4,3,2,18,4,7,29,21,1
4,2,5,9,4,0,26,47,2
1,3,1,18,4,26,29,41,1
9,3,2,18,4,56,27,57,1
4,3,3,16,4,38,26,2,1
9,2,5,9,4,57,29,30,2
28,3,1,8,4,13,26,45,2
4,4,5,9,0,12,27,20,2
4,3,2,13,0,65,29,21,1
4,1,1,9,4,0,19,5,1
23,3,1,18,8,37,29,23,1
4,3,1,6,4,0,29,21,1
4,4,5,18,4,9,1,28,1
33,3,1,18,4,30,29,28,1
4,2,3,9,4,32,4,29,2
4,4,2,9,4,22,28,36,1
10,2,1,8,4,34,4,30,2
4,4,2,9,4,37,29,24,1
33,4,2,18,4,48,27,0,1
32,2,5,15,4,41,29,55,2
4,3,1,3,4,37,29,28,0
4,1,1,15,0,10,1,20,1
31,2,5,9,4,7,29,24,2
1,4,3,15,4,7,29,21,2
4,3,5,10,0,61,27,4,0
4,3,3,9,4,12,26,20,1
7,3,2,10,4,33,29,39,2
13,3,1,15,4,41,3,1,1
33,4,1,18,4,17,29,28,2
4,3,5,16,4,12,15,23,1
19,4,2,10,0,22,29,28,1
32,3,2,9,4,57,30,21,1
0,2,2,18,4,8,29,50,1
6,3,1,8,4,3,16,41,0
15,4,5,9,4,0,29,0,2
7,3,1,8,4,12,4,20,2
1,3,1,9,0,55,22,12,2
4,0,8,10,4,1,24,50,2
22,4,3,9,4,57,29,30,2
4,3,5,18,4,34,29,30,1
4,4,2,13,4,57,30,2,1
7,4,3,9,0,41,22,48,2
4,3,1,3,4,22,29,55,0
4,3,2,9,0,9,13,46,1
4,3,1,8,0,41,26,57,0
4,3,2,9,4,35,29,50,1
4,3,1,16,4,39,29,11,2
1,3,3,10,4,57,3,48,2
7,3,2,9,4,12,25,57,2
7,3,1,18,0,42,23,24,2
4,1,1,9,4,43,20,2,0
3,1,1,9,4,37,16,2,1
4,3,2,9,4,0,29,18,1
7,3,2,9,4,33,29,39,2
4,3,4,3,4,41,20,40,1
4,3,1,3,4,42,18,3,1
4,3,1,10,4,54,29,7,0
11,3,3,3,4,19,29,45,2
4,3,1,15,4,0,29,50,0
4,3,2,6,4,57,3,22,2
4,4,5,16,4,10,19,29,2
25,3,1,6,4,61,16,53,0
9,3,2,18,4,12,28,20,2
7,3,1,3,5,56,26,29,2
4,4,3,9,4,4,29,36,1
0,2,3,9,4,41,23,57,2
4,3,2,18,4,34,25,57,0
7,3,1,13,4,28,8,55,2
4,2,5,16,4,39,29,55,2
7,3,2,10,4,59,29,30,2
0,1,1,6,4,41,29,24,1
1,3,2,9,4,12,29,30,2
0,3,1,8,4,37,21,43,1
4,4,5,9,4,0,29,5,2
0,3,1,13,4,53,29,24,1
17,3,2,4,4,56,29,7,1
7,3,1,3,4,9,29,28,1
4,3,3,15,4,37,27,30,0
4,3,1,6,4,42,12,50,0
4,3,1,4,4,41,21,50,1
33,3,1,18,4,34,29,18,1
4,1,1,8,2,53,29,51,0
4,3,5,16,4,52,11,12,1
33,3,1,13,0,41,27,3,1
4,3,2,18,4,53,27,50,1
7,3,2,18,4,34,29,50,1
9,4,3,9,4,57,29,1,2
9,3,3,13,4,22,29,4,2
4,1,1,9,4,17,29,18,1
4,4,3,9,4,34,29,30,2
8,4,8,15,0,21,29,30,2
0,3,1,18,4,54,29,30,1
4,4,3,9,4,28,28,55,2
9,4,5,10,4,15,27,30,2
1,3,1,15,4,0,28,48,1
7,3,2,16,4,22,19,29,2
4,3,1,18,4,34,22,50,1
20,3,3,8,4,12,29,28,1
4,2,3,9,4,34,29,53,2
